time period,network rail region,network rail route,scheduled stops,recorded station stops,recorded_station_stops_%,time_to_3_%,cancellations_%,source_sheet
Apr 2023 to Mar 2024 Period 12,Eastern,East Midlands,221097,208547,98.02444183313749,76.90592528302973,3.775266059693257,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Eastern,North & East,357887,332902,95.82671272308578,79.08393461138714,2.93025452167863,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),323796,304315,95.6225687047127,93.52874488605558,1.7140421747025907,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),98275,86702,91.86382852480902,89.18479389172107,3.9623505469346223,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6707,4869,77.60599298693019,85.19203121790923,6.455941553600715,3130c Region and route
Apr 2023 to Mar 2024 Period 12,North West & Central,Central,359596,343318,98.39926856461538,84.95767772152931,2.9736148344252995,3130c Region and route
Apr 2023 to Mar 2024 Period 12,North West & Central,North West,787630,718322,93.9857749958131,83.53078424439178,2.9635742671051126,3130c Region and route
Apr 2023 to Mar 2024 Period 12,North West & Central,West Coast South,184920,176053,98.80737240287803,83.25220246175867,3.645900930131949,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Scotland,Scotland,711313,647057,92.1307087174741,89.67633454239736,1.2635787620920749,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Southern,High Speed,10569,10186,100.0,85.19536618888671,3.623805468823919,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Southern,Kent,768611,739787,98.66010343622722,86.48759710565338,2.442978307622451,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Southern,Sussex,574390,540032,97.17524697245065,87.46685381607016,3.2486637998572396,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Southern,Wessex,611979,587345,98.11699300220342,86.46093863061743,2.1834082542048012,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Wales & Western,Wales,200385,171246,88.74965017568954,78.56241897620966,3.708361404296729,3130c Region and route
Apr 2023 to Mar 2024 Period 12,Wales & Western,Western,389019,349171,92.886367022069,81.20863416492206,3.3692441757343468,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Eastern,Anglia,883419,836811,96.67119518129077,93.07478032674045,2.014106556458487,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Eastern,East Coast,253166,245245,99.89775800827712,83.72362331546005,3.029632731093433,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Eastern,East Midlands,224430,211526,97.86255586501717,78.6338322475724,3.6911286369914897,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Eastern,North & East,373243,351666,96.14139646782219,80.66204864843345,1.9995016651350461,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),310096,290769,95.5505752376696,93.84081521757821,1.8661962747020275,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),114478,102165,90.96858638743456,91.2866441540645,1.8955607190901307,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),6671,4901,75.08809560288034,91.61395633544174,2.1585969120071953,3130c Region and route
Apr 2023 to Mar 2024 Period 13,North West & Central,Central,368840,353591,98.40724269023751,87.10119884273072,2.5826916820301484,3130c Region and route
Apr 2023 to Mar 2024 Period 13,North West & Central,North West,821398,753552,94.38217446033028,86.09372677665245,2.7992520069442586,3130c Region and route
Apr 2023 to Mar 2024 Period 13,North West & Central,West Coast South,196395,186681,98.57430259635338,85.52986109995125,3.571374016650118,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Scotland,Scotland,731386,665066,92.0809900008584,90.97848935293639,1.2474944830773353,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Southern,High Speed,11286,11163,99.9820868786386,87.89751858819314,1.0721247563352825,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Southern,Kent,779082,756084,98.67057477054463,88.19509472492474,1.6443711958433131,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Southern,Sussex,604646,571911,97.40590862176441,88.46953459541783,2.8949170258299897,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Southern,Wessex,659910,628835,98.4115433069634,88.33859438485453,3.1708869391280627,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Wales & Western,Wales,204636,177715,88.760750781648,78.57806037757082,2.1589554135147284,3130c Region and route
Apr 2023 to Mar 2024 Period 13,Wales & Western,Western,400734,358885,92.76846205743148,79.22203491369102,3.461897418237534,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Eastern,Anglia,827368,776242,96.45345831925088,92.65795975997176,2.729619709730132,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Eastern,East Coast,222724,214833,99.81322740260646,84.44047236690825,3.362457570805122,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Eastern,East Midlands,203549,190594,97.68691025949863,80.65626410065374,4.14740431051,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Eastern,North & East,344527,325674,96.51887854898939,80.29225544562968,2.062828167313447,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),327356,305608,95.0264767430652,93.6984633910107,1.7574139468957344,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),115648,101119,90.75235813072705,91.34089538069009,3.6533273381294964,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),5694,3995,70.50829509354043,91.08886107634542,0.49174569722514927,3130c Region and route
Apr 2024 to Mar 2025 Period 01,North West & Central,Central,339859,325699,98.12013653110964,87.16422218060234,2.330378186247826,3130c Region and route
Apr 2024 to Mar 2025 Period 01,North West & Central,North West,768413,701888,93.91313655703925,85.29209788456278,2.7371999172320094,3130c Region and route
Apr 2024 to Mar 2025 Period 01,North West & Central,West Coast South,177573,166120,98.07070158452782,84.20960751264145,4.609371920280673,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Scotland,Scotland,692646,622193,91.61348744754473,90.30220526428295,1.94847006984809,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Southern,High Speed,10355,10266,99.97078586035641,86.26534190531852,0.8305166586190247,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Southern,Kent,727128,701189,98.39495275929764,88.65726644314158,1.994284362588155,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Southern,Sussex,548181,515383,97.09478451556507,89.59550470232817,3.1699383962596297,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Southern,Wessex,590479,556560,97.9736687843597,88.60446313065977,3.7948851694979835,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Wales & Western,Wales,200530,173382,88.9941690962099,79.26832081761658,2.8454595322395653,3130c Region and route
Apr 2024 to Mar 2025 Period 01,Wales & Western,Western,385362,347037,92.70165803413302,82.94389359059697,2.855237413133625,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Eastern,Anglia,849881,806400,97.06903047731626,93.28782242063492,2.251138688828201,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Eastern,East Coast,229899,219782,99.95224820021193,83.91770026662783,4.354955871926368,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Eastern,East Midlands,209446,196959,97.86636720943291,79.3901268791982,3.9117481355576142,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Eastern,North & East,353756,327696,96.12954325442225,79.31680582002832,3.636970114994516,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),349253,327774,95.31500356223738,94.21369602225924,1.5369946714845686,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),117485,104495,91.56830270687102,90.64835638068807,2.8667489466740435,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),5949,4077,68.94977168949772,91.29261712043169,0.6051437216338881,3130c Region and route
Apr 2024 to Mar 2025 Period 02,North West & Central,Central,347769,330514,98.3933244222428,83.50387578135873,3.40973462269495,3130c Region and route
Apr 2024 to Mar 2025 Period 02,North West & Central,North West,778477,702113,94.08498982920025,83.8950425358881,4.139235969720365,3130c Region and route
Apr 2024 to Mar 2025 Period 02,North West & Central,West Coast South,183931,176396,98.51002993343162,84.89194766321232,2.6461009835209945,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Scotland,Scotland,716997,648760,91.80003113016654,90.42064862198656,1.434734036544086,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Southern,High Speed,10617,10410,100.0,85.60999039385206,1.949703306018649,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Southern,Kent,743011,718797,98.61935076695113,88.62126580940098,1.9045478465325547,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Southern,Sussex,563576,532846,97.51529492719011,88.36605698456965,3.043600153306741,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Southern,Wessex,611855,587206,98.38830477945797,88.19238904234629,2.456464358385565,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Wales & Western,Wales,205780,177639,88.60330792865409,78.54637776614369,2.5716784915929636,3130c Region and route
Apr 2024 to Mar 2025 Period 02,Wales & Western,Western,397378,355892,92.68141512259275,81.11252851988806,3.367826100086064,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Eastern,Anglia,862071,814998,96.96885328992926,92.94611765918444,2.5052460876192333,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Eastern,East Coast,249032,237586,99.96297449447563,83.7776636670511,4.560859648559221,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Eastern,East Midlands,219619,203750,97.77105976630918,77.33742331288343,5.1106689311944775,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Eastern,North & East,377287,348146,96.78626433809833,79.86505661417911,4.659847808167257,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),333012,309598,95.3395415296306,94.4531295421805,2.486396886598681,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),134847,120565,94.0063312852821,82.14490109069797,4.890728010263484,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7017,5001,72.89024923480542,89.92201559688063,2.2231722958529287,3130c Region and route
Apr 2024 to Mar 2025 Period 03,North West & Central,Central,364774,346991,98.35067033247357,84.70940168476993,3.2798390236146218,3130c Region and route
Apr 2024 to Mar 2025 Period 03,North West & Central,North West,807130,728771,94.26399885140283,83.45159178946473,4.214067126732992,3130c Region and route
Apr 2024 to Mar 2025 Period 03,North West & Central,West Coast South,196048,183612,98.82558101983918,82.34156808923164,5.230351750591692,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Scotland,Scotland,731060,661036,91.80214035935595,90.387664211934,1.5038437337564632,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Southern,High Speed,10933,10829,100.0,84.38452303998523,0.9512485136741973,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Southern,Kent,780157,752361,98.61636324790246,88.47375129758188,2.209811614841628,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Southern,Sussex,610410,571584,97.57090134411264,86.82380892397268,4.029422846938942,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Southern,Wessex,665802,642005,98.60585916981272,86.59200473516562,2.210867495141198,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Wales & Western,Wales,210488,180495,89.02342786683107,77.57444804565223,3.6762190718710808,3130c Region and route
Apr 2024 to Mar 2025 Period 03,Wales & Western,Western,410646,366900,92.71472973997422,82.13927500681385,3.632325652752005,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Eastern,Anglia,887785,839737,97.11108130049334,91.75241772126273,2.5982642193774392,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Eastern,East Coast,249169,233806,99.93588538015695,81.9076499319949,6.105494664264014,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Eastern,East Midlands,226136,209978,97.75284560415261,75.47362104601434,5.01070152474617,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Eastern,North & East,377548,345852,97.12297491975501,78.32425430530978,5.681661669509572,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),333270,310565,95.61200426084761,93.59650958736496,2.536081855552555,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),150614,133320,93.16301431127012,83.95889588958896,4.986256257718406,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7695,5249,68.97503285151116,86.72128024385597,1.1046133853151396,3130c Region and route
Apr 2024 to Mar 2025 Period 04,North West & Central,Central,371256,352807,98.1865897813388,82.25261970425757,3.21422414721917,3130c Region and route
Apr 2024 to Mar 2025 Period 04,North West & Central,North West,794192,714477,94.26414865321287,83.13899537703803,4.563128311541793,3130c Region and route
Apr 2024 to Mar 2025 Period 04,North West & Central,West Coast South,197578,187017,98.42792783309825,82.1005577033104,3.8334227494964015,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Scotland,Scotland,645816,577161,91.83062691525618,89.77789559585628,2.6803300011148683,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Southern,High Speed,11090,10864,99.99079613437644,81.95876288659794,2.028854824165915,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Southern,Kent,786616,755188,98.62804021977477,86.05737908971011,2.6598747037944817,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Southern,Sussex,619633,584825,97.48724368602048,86.30188517932716,3.1847884150779575,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Southern,Wessex,665619,639147,98.48333564461701,85.5871966855825,2.498276040798114,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Wales & Western,Wales,209637,176157,87.62198943504342,76.86325266665531,4.099944189241403,3130c Region and route
Apr 2024 to Mar 2025 Period 04,Wales & Western,Western,411526,361501,92.37021573432203,79.18290682460076,4.900054917550775,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Eastern,Anglia,867610,825743,97.23580663128504,91.37382938759396,2.119961733958806,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Eastern,East Coast,250851,235242,99.947316094933,83.72059411159572,6.172987151735492,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Eastern,East Midlands,226583,210447,97.5841266455529,77.78395510508585,4.822074030267054,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Eastern,North & East,388165,361894,96.75275371618008,78.85734496841617,3.6389164401736376,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),340718,314316,95.48511747443632,94.18546940022144,3.3869651735452777,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),152517,137685,93.40718981296175,82.43817409303846,3.3530688382278697,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),7664,4715,63.305585392051555,84.85683987274656,2.8183716075156577,3130c Region and route
Apr 2024 to Mar 2025 Period 05,North West & Central,Central,373766,348663,98.12095457871335,82.99102571824369,4.929822402251676,3130c Region and route
Apr 2024 to Mar 2025 Period 05,North West & Central,North West,819239,736669,94.1279667784699,81.78557805473015,4.469269651469229,3130c Region and route
Apr 2024 to Mar 2025 Period 05,North West & Central,West Coast South,180232,171508,98.7300965955536,81.3670499335308,3.6164499090061697,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Scotland,Scotland,559627,505089,91.9991257069479,88.00567820720705,1.89626304663642,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Southern,High Speed,11083,10982,99.97269003186163,81.58805317792752,0.8842371199133808,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Southern,Kent,795037,762910,98.522504652283,87.10686712718407,2.6018914842956993,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Southern,Sussex,615349,578980,97.54741490420984,86.74859235206743,3.5446551469166274,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Southern,Wessex,657792,627223,98.5891206996553,86.61161979072833,3.282648618408251,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Wales & Western,Wales,210217,178038,87.62876957075989,75.8854851211539,3.350823196982166,3130c Region and route
Apr 2024 to Mar 2025 Period 05,Wales & Western,Western,411325,365390,92.60953645808252,79.28624209748489,4.078526712453656,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Eastern,Anglia,875693,832949,97.24600659865645,92.40457699090821,2.1874104280838145,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Eastern,East Coast,243533,231088,99.9602041699109,82.46079415633871,5.072413184250184,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Eastern,East Midlands,227448,210084,97.64127924000391,78.25060452009673,5.402993211635187,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Eastern,North & East,385344,353577,96.4118603027791,78.00620515474705,4.828932071084537,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (Private Railway),334074,312257,95.51246757695884,94.52438215956728,2.139047037482713,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (TfW Cardiff Valleys),146461,131674,94.05352895377824,84.0416483132585,4.412096052874144,3130c Region and route
Apr 2024 to Mar 2025 Period 06,Non-Network Rail Infrastructure,Non-Network Rail Infrastructure (The Chiltern Railway Co Ltd),8004,5309,67.43299885685254,89.88510077227349,1.6366816591704147,3130c Region and route
Apr 2024 to Mar 2025 Period 06,North West & Central,Central,373521,356013,98.84417618053396,84.31124706120282,3.5727576227307165,3130c Region and route
Apr 2024 to Mar 2025 Period 06,North West & Central,North West,803072,713627,93.7749014454665,81.37724609635005,5.238882690468601,3130c Region and route
